,name,h_gene,t_gene,h_uniprot,t_uniprot,h_chr,t_chr,h_pos,t_pos,h_strand,t_strand,id,h_contribution,t_contribution,domain_architecture,dansy_impact,Novel_Architecture
9339,ATG4A--WFDC2,ENSG00000101844,ENSG00000101443,Q8WYN0,Q14508,X,20,108137804,45470389,,,DANSY_09339,,IPR008197|IPR008197,IPR008197|IPR008197,Pre-existing,False
9340,HYAL3--SMAD5,ENSG00000186792,ENSG00000113658,O43820,Q99717,3,5,50299213,136177337,,,DANSY_09340,,,,No Annotation,False
9341,BRCA1--PIWIL1,ENSG00000012048,ENSG00000125207,P38398,Q96J94,17,12,43099775,130371176,,,DANSY_09341,IPR001841,,IPR001841,Pre-existing,False
9342,NDUFB4--HPN,ENSG00000065518,ENSG00000105707,O95168,P05981,3,19,120602208,35042453,,,DANSY_09342,,IPR001190|IPR001254,IPR001190|IPR001254,Pre-existing,False
9343,TRUB1--PRPF19,ENSG00000165832,ENSG00000110107,Q8WWH5,Q9UMS4,10,11,114975123,60903459,,,DANSY_09343,IPR002501,IPR013915,IPR002501|IPR013915,Novel,True
9344,FAM90A11--FAM246C,ENSG00000233115,ENSG00000286025,A0A8V8TNH8,P0DSO1,8,22,8013969,19030782,,,DANSY_09344,IPR041670,,IPR041670,Pre-existing,False
9345,HERPUD1--ZBTB8OS,ENSG00000051108,ENSG00000176261,Q15011,Q8IWT0,16,1,56939895,32620820,,,DANSY_09345,IPR000626,,IPR000626,Pre-existing,False
9346,EOLA1--BANF2,ENSG00000197620,ENSG00000125888,Q8TE69,Q9H503,X,20,149546739,17735665,,,DANSY_09346,IPR007374,,IPR007374,Pre-existing,False
9347,TAX1BP3--PLLP,ENSG00000213977,ENSG00000102934,O14907,Q9Y342,17,16,3668488,57284406,,,DANSY_09347,,IPR008253,IPR008253,Pre-existing,False
9348,PDCD5--PPP1R15B,ENSG00000105185,ENSG00000158615,O14737,Q5SWA1,19,1,32581190,204409492,,,DANSY_09348,,IPR019512|IPR019523,IPR019512|IPR019523,Pre-existing,False
9349,F13B--TFDP3,ENSG00000143278,ENSG00000183434,P05160,Q5H9I0,1,X,197067160,133216662,,,DANSY_09349,,IPR003316|IPR014889,IPR003316|IPR014889,Pre-existing,False
9350,RPS2--IL24,ENSG00000140988,ENSG00000162892,P15880,Q13007,16,1,1962497,206902976,,,DANSY_09350,IPR013810,,IPR013810,Pre-existing,False
9351,F8--VAMP3,ENSG00000185010,ENSG00000049245,P00451,Q15836,X,1,154961075,7773442,,,DANSY_09351,IPR011707,IPR042855,IPR011707|IPR042855,Novel,True
9352,NRIP1--OR2J3,ENSG00000180530,ENSG00000204701,P48552,O76001,21,6,15064745,29108537,,,DANSY_09352,,IPR017452,IPR017452,Pre-existing,False
9353,IL4--ACCSL,ENSG00000113520,ENSG00000205126,P05112,Q4AC99,5,11,132682486,44051653,,,DANSY_09353,,,,No Annotation,False
9354,STXBP5L--VPS28,ENSG00000145087,ENSG00000160948,Q9Y2K9,Q9UK41,3,8,120909571,144424215,,,DANSY_09354,,,,No Annotation,False
9355,VSIG10--GABPB1,ENSG00000176834,ENSG00000104064,Q8N0Z9,Q06547,12,15,118068377,50275389,,,DANSY_09355,IPR003598|IPR003598|IPR007110|IPR003598,,IPR003598|IPR003598|IPR007110|IPR003598,Pre-existing,False
9356,SLC13A3--PIP5K1C,ENSG00000158296,ENSG00000186111,Q8WWT9,O60331,20,19,46651311,3661871,,,DANSY_09356,,IPR002498,IPR002498,Pre-existing,False
9357,KCNC1--ZNF474,ENSG00000129159,ENSG00000164185,P48547,Q6S9Z5,11,5,17771665,122129546,,,DANSY_09357,IPR000210|IPR005821,IPR049899|IPR013087|IPR049899|IPR049899,IPR000210|IPR005821|IPR049899|IPR013087|IPR049899|IPR049899,Novel,True
9358,IGKV1D-12--ZNF444,ENSG00000278857,ENSG00000167685,P01611,Q8N0Y2,2,19,90160040,56158494,,,DANSY_09358,IPR003599,IPR013087|IPR013087|IPR013087|IPR013087,IPR003599|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
9359,SPATA31A5--OR6K2,ENSG00000276581,ENSG00000196171,Q5VU36,Q8NGY2,9,1,60914407,158699678,,,DANSY_09359,,IPR017452,IPR017452,Pre-existing,False
9360,CRABP2--NINJ1,ENSG00000143320,ENSG00000131669,P29373,Q92982,1,9,156700874,93124899,,,DANSY_09360,IPR000463|IPR000463,,IPR000463|IPR000463,Pre-existing,False
9361,NR2C1--PRAMEF33,ENSG00000120798,ENSG00000237700,P13056,A0A0G2JMD5,12,1,95059906,13306638,,,DANSY_09361,,,,No Annotation,False
9362,LRRC4B--CADM2,ENSG00000131409,ENSG00000175161,Q9NT99,Q8N3J6,19,3,50567944,85912373,,,DANSY_09362,,IPR003598|IPR003585,IPR003598|IPR003585,Pre-existing,False
9363,SYDE1--SIGLEC5,ENSG00000105137,ENSG00000268500,Q6ZW31,O15389,19,19,15107401,51629833,,,DANSY_09363,,IPR003599|IPR003599|IPR003598,IPR003599|IPR003599|IPR003598,Pre-existing,False
9364,MFSD14B--NCALD,ENSG00000148110,ENSG00000104490,Q5SR56,P61601,9,8,94429189,101686542,,,DANSY_09364,,,,No Annotation,False
9365,TLE7--TAS2R4,ENSG00000260734,ENSG00000127364,A0A1W2PR48,Q9NYW5,16,7,71432110,141776674,,,DANSY_09365,,,,No Annotation,False
9366,TRIQK--PSEN1,ENSG00000205133,ENSG00000080815,Q629K1,P49768,8,14,92966007,73173566,,,DANSY_09366,,,,No Annotation,False
9367,ZNF248--SNX33,ENSG00000198105,ENSG00000173548,Q8NDW4,Q8WV41,10,15,37837617,75656962,,,DANSY_09367,IPR001909,,IPR001909,Pre-existing,False
9368,EPB41L1--DGKI,ENSG00000088367,ENSG00000157680,Q9H4G0,O75912,20,7,36212272,137689894,,,DANSY_09368,IPR000299|IPR014847|IPR007477,IPR002219|IPR002219|IPR001206|IPR000756|IPR056383,IPR000299|IPR014847|IPR007477|IPR002219|IPR002219|IPR001206|IPR000756|IPR056383,Novel,True
9369,NOL3--PSEN1,ENSG00000140939,ENSG00000080815,O60936,P49768,16,14,67174162,73206386,,,DANSY_09369,IPR001315,,IPR001315,Pre-existing,False
9370,LEAP2--RMI1,ENSG00000164406,ENSG00000178966,Q969E1,Q9H9A7,5,9,132873668,84000951,,,DANSY_09370,,IPR049363|IPR013894|IPR032199,IPR049363|IPR013894|IPR032199,Pre-existing,False
9371,MYPN--COQ10A,ENSG00000138347,ENSG00000135469,Q86TC9,Q96MF6,10,12,68109488,56270150,,,DANSY_09371,,,,No Annotation,False
9372,NPAS1--ARHGAP35,ENSG00000130751,ENSG00000160007,Q99742,Q9NRY4,19,19,47039407,46860997,,,DANSY_09372,IPR011598|IPR000014,IPR002713|IPR002713|IPR002713|IPR002713|IPR039007|IPR039006|IPR000198,IPR011598|IPR000014|IPR002713|IPR002713|IPR002713|IPR002713|IPR039007|IPR039006|IPR000198,Novel,True
9373,GADD45G--OR5K4,ENSG00000130222,ENSG00000196098,O95257,A6NMS3,9,3,89605432,98353854,,,DANSY_09373,,IPR017452,IPR017452,Pre-existing,False
9374,RECQL5--CYP4F8,ENSG00000108469,ENSG00000186526,O94762,P98187,17,19,75626854,15623105,,,DANSY_09374,IPR011545|IPR001650|IPR010716|IPR013257,,IPR011545|IPR001650|IPR010716|IPR013257,Pre-existing,False
9375,ENPP2--SEC14L4,ENSG00000136960,ENSG00000133488,Q13822,Q9UDX3,8,22,119569235,30495583,,,DANSY_09375,IPR001212|IPR001212,IPR001251|IPR009038,IPR001212|IPR001212|IPR001251|IPR009038,Novel,True
9376,BACE2--IL21R,ENSG00000182240,ENSG00000103522,Q9Y5Z0,Q9HBE5,21,16,41257158,27445177,,,DANSY_09376,IPR033121,,IPR033121,Pre-existing,False
9377,ALG5--SLC9C2,ENSG00000120697,ENSG00000162753,Q9Y673,Q5TAH2,13,1,36999235,173557340,,,DANSY_09377,,IPR000595,IPR000595,Pre-existing,False
9378,TRAF7--AIM2,ENSG00000131653,ENSG00000163568,Q6Q0C0,O14862,16,1,2173481,159068568,,,DANSY_09378,IPR001841|IPR001293,IPR004021,IPR001841|IPR001293|IPR004021,Novel,True
9379,GOLGA8R--DOCK2,ENSG00000186399,ENSG00000134516,I6L899,Q92608,15,5,30410229,170047510,,,DANSY_09379,,,,No Annotation,False
9380,GPRC6A--VPS72,ENSG00000173612,ENSG00000163159,Q5T6X5,Q15906,6,1,116806370,151184317,,,DANSY_09380,,IPR013272,IPR013272,Pre-existing,False
9381,ITGAM--NKAPL,ENSG00000169896,ENSG00000189134,P11215,Q5M9Q1,16,6,31329798,28259297,,,DANSY_09381,IPR002035|IPR013649|IPR048285,IPR009269,IPR002035|IPR013649|IPR048285|IPR009269,Novel,True
9382,LIN28A--ATP6V0A2,ENSG00000131914,ENSG00000185344,Q9H9Z2,Q9Y487,1,12,26410817,123724654,,,DANSY_09382,,,,No Annotation,False
9383,HSPB8--XBP1,ENSG00000152137,ENSG00000100219,Q9UJY1,P17861,12,22,119193699,28796154,,,DANSY_09383,IPR002068,,IPR002068,Pre-existing,False
9384,BICDL2--SMLR1,ENSG00000162069,ENSG00000256162,A1A5D9,H3BR10,16,6,3030935,130827406,,,DANSY_09384,,,,No Annotation,False
9385,RFX7--VDAC3,ENSG00000181827,ENSG00000078668,Q2KHR2,Q9Y277,15,8,56101359,42393845,,,DANSY_09385,IPR003150,,IPR003150,Pre-existing,False
9386,KIF3A--CDK12,ENSG00000131437,ENSG00000167258,Q9Y496,Q9NYV4,5,17,132702558,39461486,,,DANSY_09386,IPR001752,IPR000719,IPR001752|IPR000719,Novel,True
9387,PRDM1--ABHD12,ENSG00000057657,ENSG00000100997,O75626,Q8N2K0,6,20,106095615,25306833,,,DANSY_09387,,,,No Annotation,False
9388,BHLHE40--TRPC4AP,ENSG00000134107,ENSG00000100991,O14503,Q8TEL6,3,20,4979437,35010187,,,DANSY_09388,,,,No Annotation,False
9389,KCNMB4--PTGDR2,ENSG00000135643,ENSG00000183134,Q86W47,Q9Y5Y4,12,11,70366290,60850933,,,DANSY_09389,,IPR017452,IPR017452,Pre-existing,False
9390,DNAJC28--BCAT1,ENSG00000177692,ENSG00000060982,Q9NX36,P54687,21,12,33488055,24901814,,,DANSY_09390,IPR001623|IPR018961,,IPR001623|IPR018961,Pre-existing,False
9391,NR4A3--IFI6,ENSG00000119508,ENSG00000126709,Q92570,P09912,9,1,99863620,27666064,,,DANSY_09391,IPR001628|IPR000536,,IPR001628|IPR000536,Pre-existing,False
9392,DNAJC22--PRKD1,ENSG00000178401,ENSG00000184304,Q8N4W6,Q15139,12,14,49346888,29638489,,,DANSY_09392,,IPR001849|IPR000719,IPR001849|IPR000719,Pre-existing,False
9393,CD86--COG8,ENSG00000114013,ENSG00000213380,P42081,Q96MW5,3,16,122106198,69326428,,,DANSY_09393,IPR003599,,IPR003599,Pre-existing,False
9394,PNPLA8--PLSCR4,ENSG00000135241,ENSG00000114698,Q9NP80,Q9NRQ2,7,3,108497483,146199813,,,DANSY_09394,,,,No Annotation,False
9395,CLDN2--TLK1,ENSG00000165376,ENSG00000198586,P57739,Q9UKI8,X,2,106920402,171055083,,,DANSY_09395,,IPR000719,IPR000719,Pre-existing,False
9396,ZNF20--KLF8,ENSG00000132010,ENSG00000102349,P17024,O95600,19,X,12135500,56284313,,,DANSY_09396,,IPR013087|IPR013087,IPR013087|IPR013087,Pre-existing,False
9397,MAP4--SLC39A1,ENSG00000047849,ENSG00000143570,P27816,Q9NY26,3,1,47857431,153959110,,,DANSY_09397,,,,No Annotation,False
9398,SSX2--ARHGEF39,ENSG00000241476,ENSG00000137135,Q16385,Q8N4T4,X,9,52707112,35659343,,,DANSY_09398,,,,No Annotation,False
9399,IL9--GDPD1,ENSG00000145839,ENSG00000153982,P15248,Q8N9F7,5,17,135894020,59248740,,,DANSY_09399,,,,No Annotation,False
9400,REN--FBXO38,ENSG00000143839,ENSG00000145868,P00797,Q6PIJ6,1,5,204159399,148441969,,,DANSY_09400,IPR012848,,IPR012848,Pre-existing,False
9401,SEM1--CNKSR1,ENSG00000127922,ENSG00000142675,P60896,Q969H4,7,1,96694798,26183197,,,DANSY_09401,,IPR001849,IPR001849,Pre-existing,False
9402,SYNRG--U2SURP,ENSG00000275066,ENSG00000163714,Q9UMZ2,O15042,17,3,37571791,143010815,,,DANSY_09402,,IPR000504|IPR000061|IPR006569|IPR013170,IPR000504|IPR000061|IPR006569|IPR013170,Pre-existing,False
9403,TBCEL--ZNF280C,ENSG00000154114,ENSG00000056277,Q5QJ74,Q8ND82,11,X,121086778,130236214,,,DANSY_09403,IPR000626,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR057618|IPR013087|IPR013087,IPR000626|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR057618|IPR013087|IPR013087,Novel,True
9404,TSSK2--TDRD15,ENSG00000206203,ENSG00000218819,Q96PF2,B5MCY1,22,2,19131308,21134762,,,DANSY_09404,IPR000719,IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999,IPR000719|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999|IPR002999,Novel,True
9405,NAB2--CDX4,ENSG00000166886,ENSG00000131264,Q15742,O14627,12,X,57094612,73454379,,,DANSY_09405,IPR006988|IPR006989,,IPR006988|IPR006989,Pre-existing,False
9406,TMEM266--PTCHD3,ENSG00000169758,ENSG00000182077,Q2M3C6,Q3KNS1,15,10,76059985,27397121,,,DANSY_09406,,,,No Annotation,False
9407,AMOTL1--MTNR1B,ENSG00000166025,ENSG00000134640,Q8IY63,P49286,11,11,94865942,92981447,,,DANSY_09407,IPR024646,,IPR024646,Pre-existing,False
9408,NUTM2E--IFNB1,ENSG00000228570,ENSG00000171855,B1AL46,P01574,10,9,79826739,21077104,,,DANSY_09408,,,,No Annotation,False
9409,PGBD1--CLASP2,ENSG00000137338,ENSG00000163539,Q96JS3,O75122,6,3,28281572,33581821,,,DANSY_09409,,IPR034085,IPR034085,Pre-existing,False
9410,METTL2A--MRO,ENSG00000087995,ENSG00000134042,Q96IZ6,Q9BYG7,17,18,62435232,50801349,,,DANSY_09410,,,,No Annotation,False
9411,MKRN1--USF1,ENSG00000133606,ENSG00000158773,Q9UHC7,P22415,7,1,140471883,161045858,,,DANSY_09411,IPR000571,IPR011598,IPR000571|IPR011598,Novel,True
9412,ERG28--PCDHB8,ENSG00000133935,ENSG00000120322,Q9UKR5,Q9UN66,14,5,75660775,141177790,,,DANSY_09412,,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455,Pre-existing,False
9413,ELF1--TMEM104,ENSG00000120690,ENSG00000109066,P32519,Q8NE00,13,17,40940921,74835927,,,DANSY_09413,IPR022084|IPR000418,,IPR022084|IPR000418,Pre-existing,False
9414,DHDH--NR2C2,ENSG00000104808,ENSG00000177463,Q9UQ10,P49116,19,3,48942440,15020753,,,DANSY_09414,IPR000683|IPR055170,IPR000536,IPR000683|IPR055170|IPR000536,Novel,True
9415,LIN9--EML1,ENSG00000183814,ENSG00000066629,Q5TKA1,O00423,1,14,226233096,99914179,,,DANSY_09415,IPR033471,IPR055442,IPR033471|IPR055442,Novel,True
9416,NOL9--RIPK4,ENSG00000162408,ENSG00000183421,Q5SY16,P57078,1,21,6533280,41743882,,,DANSY_09416,IPR057573,,IPR057573,Pre-existing,False
9417,CFAP95--SMIM8,ENSG00000204711,ENSG00000111850,Q5VTT2,Q96KF7,9,6,69844517,87340116,,,DANSY_09417,,,,No Annotation,False
9418,PPEF1--XIAP,ENSG00000086717,ENSG00000101966,O14829,P98170,X,X,18783899,123888619,,,DANSY_09418,IPR013235,IPR042579|IPR001841,IPR013235|IPR042579|IPR001841,Novel,True
9419,BET1--AMELX,ENSG00000105829,ENSG00000125363,O15155,Q99217,7,X,93996265,11294777,,,DANSY_09419,,,,No Annotation,False
9420,SLC16A8--SLC51A,ENSG00000100156,ENSG00000163959,O95907,Q86UW1,22,3,38082660,196227664,,,DANSY_09420,,,,No Annotation,False
9421,GZMK--TRAIP,ENSG00000113088,ENSG00000183763,P49863,Q9BWF2,5,3,55030434,49842453,,,DANSY_09421,,,,No Annotation,False
9422,ARMH3--NFKB2,ENSG00000120029,ENSG00000077150,Q5T2E6,Q00653,10,10,101939863,102399288,,,DANSY_09422,,IPR000488,IPR000488,Pre-existing,False
9423,RYR1--CCDC124,ENSG00000196218,ENSG00000007080,P21817,Q96CT7,19,19,38496409,17933015,,,DANSY_09423,IPR014821|IPR016093|IPR000699|IPR001870|IPR003032|IPR003032|IPR001870|IPR001870|IPR048581,IPR054414,IPR014821|IPR016093|IPR000699|IPR001870|IPR003032|IPR003032|IPR001870|IPR001870|IPR048581|IPR054414,Novel,True
9424,CKMT2--PPP6C,ENSG00000131730,ENSG00000119414,P17540,O00743,5,9,81251113,125153906,,,DANSY_09424,,,,No Annotation,False
9425,NINL--ITGA2B,ENSG00000101004,ENSG00000005961,Q9Y2I6,P08514,20,17,25476043,44375591,,,DANSY_09425,IPR002048|IPR002048,,IPR002048|IPR002048,Pre-existing,False
9426,HOXB1--BIRC3,ENSG00000120094,ENSG00000023445,P14653,Q13489,17,11,48528526,102330999,,,DANSY_09426,IPR001356,IPR048875|IPR001315|IPR001841,IPR001356|IPR048875|IPR001315|IPR001841,Novel,True
9427,MPHOSPH6--ALKBH7,ENSG00000135698,ENSG00000125652,Q99547,Q9BT30,16,19,82170125,6372794,,,DANSY_09427,,IPR027450,IPR027450,Pre-existing,False
9428,CUTC--CNNM3,ENSG00000119929,ENSG00000168763,Q9NTM9,Q8NE01,10,2,99747257,96828567,,,DANSY_09428,,,,No Annotation,False
9429,TSPY3--CCDC18,ENSG00000228927,ENSG00000122483,P0CV98,Q5T9S5,Y,1,9399766,93221859,,,DANSY_09429,,,,No Annotation,False
9430,KDM5B--ZSWIM6,ENSG00000117139,ENSG00000130449,Q9UGL1,Q9HCJ5,1,5,202735429,61530052,,,DANSY_09430,IPR003349|IPR001606|IPR001965|IPR003347|IPR048615|IPR004198|IPR013637,IPR048370,IPR003349|IPR001606|IPR001965|IPR003347|IPR048615|IPR004198|IPR013637|IPR048370,Novel,True
9431,OR1A1--PRKCG,ENSG00000172146,ENSG00000126583,Q9P1Q5,P05129,17,19,3215616,53900233,,,DANSY_09431,IPR017452,IPR000961,IPR017452|IPR000961,Novel,True
9432,EGFL6--CAMP,ENSG00000198759,ENSG00000164047,Q8IUX8,P49913,X,3,13619163,48223495,,,DANSY_09432,IPR000742|IPR000742|IPR000742|IPR000742|IPR000742,IPR022746,IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR022746,Novel,True
9433,COPS8--KCNK17,ENSG00000198612,ENSG00000124780,Q99627,Q96T54,2,6,237094090,39314084,,,DANSY_09433,,IPR013099|IPR013099,IPR013099|IPR013099,Pre-existing,False
9434,MAGEB5--PIP4K2B,ENSG00000188408,ENSG00000276293,Q9BZ81,P78356,X,17,26217085,38784243,,,DANSY_09434,IPR002190,,IPR002190,Pre-existing,False
9435,GOLGA6L25--GINS4,ENSG00000227717,ENSG00000147536,P0DX01,Q9BRT9,15,8,28556627,41541809,,,DANSY_09435,,IPR031633,IPR031633,Pre-existing,False
9436,PRPS1L1--ZDHHC2,ENSG00000229937,ENSG00000104219,P21108,Q9UIJ5,7,8,18026770,17210388,,,DANSY_09436,IPR029099|IPR000836,,IPR029099|IPR000836,Pre-existing,False
9437,RFX5--DDT,ENSG00000143390,ENSG00000099977,P48382,P30046,1,22,151344197,23971370,,,DANSY_09437,IPR003150,,IPR003150,Pre-existing,False
9438,SQSTM1--IFT22,ENSG00000161011,ENSG00000128581,Q13501,Q9H7X7,5,7,179833587,101321671,,,DANSY_09438,IPR000270|IPR000433,,IPR000270|IPR000433,Pre-existing,False
9439,STAT2--ARFIP1,ENSG00000170581,ENSG00000164144,P52630,P53367,12,4,56348529,152779954,,,DANSY_09439,IPR013799|IPR013800|IPR013801|IPR048988,IPR010504,IPR013799|IPR013800|IPR013801|IPR048988|IPR010504,Novel,True
9440,SCGB3A1--EPHA1,ENSG00000161055,ENSG00000146904,Q96QR1,P21709,5,7,180590105,143391129,,,DANSY_09440,,,,No Annotation,False
9441,SOCS7--ADH5,ENSG00000274211,ENSG00000197894,O14512,P11766,17,4,38351844,99085115,,,DANSY_09441,,IPR013154|IPR013149,IPR013154|IPR013149,Pre-existing,False
9442,UBE2D4--FSTL4,ENSG00000078967,ENSG00000053108,Q9Y2X8,Q6MZW2,7,5,43948632,133233417,,,DANSY_09442,,IPR003598|IPR007110,IPR003598|IPR007110,Pre-existing,False
9443,TNRC18--TOP1MT,ENSG00000182095,ENSG00000184428,O15417,Q969P6,7,8,5315956,143310068,,,DANSY_09443,IPR056841|IPR048924,,IPR056841|IPR048924,Pre-existing,False
9444,TOP6BL--PSMA4,ENSG00000173715,ENSG00000041357,Q8N6T0,P25789,11,15,66842849,78542483,,,DANSY_09444,,,,No Annotation,False
9445,IGKV1-27--CYFIP1,ENSG00000244575,ENSG00000273749,A0A075B6S5,Q7L576,2,15,89213843,22873491,,,DANSY_09445,,,,No Annotation,False
9446,SKA1--CCDC126,ENSG00000154839,ENSG00000169193,Q96BD8,Q96EE4,18,7,50391124,23597967,,,DANSY_09446,,IPR027833,IPR027833,Pre-existing,False
9447,AIG1--DLL3,ENSG00000146416,ENSG00000090932,Q9NVV5,Q9NYJ7,6,19,143339639,39507039,,,DANSY_09447,,IPR000742|IPR000742,IPR000742|IPR000742,Pre-existing,False
9448,SPACA7--TDP1,ENSG00000153498,ENSG00000042088,Q96KW9,Q9NUW8,13,14,112393021,89984516,,,DANSY_09448,,,,No Annotation,False
9449,VCF1--ENDOG,ENSG00000133193,ENSG00000167136,Q969W3,Q14249,17,9,73227165,128820739,,,DANSY_09449,,,,No Annotation,False
9450,HAND1--ARAP3,ENSG00000113196,ENSG00000120318,O96004,Q8WWN8,5,5,154477466,141682173,,,DANSY_09450,IPR011598,IPR001660|IPR001849|IPR001849|IPR001164|IPR001849|IPR001849|IPR000198|IPR000159|IPR001849,IPR011598|IPR001660|IPR001849|IPR001849|IPR001164|IPR001849|IPR001849|IPR000198|IPR000159|IPR001849,Novel,True
9451,NPVF--OR2Y1,ENSG00000105954,ENSG00000174339,Q9HCQ7,Q8NGV0,7,5,25228302,180739123,,,DANSY_09451,,IPR017452,IPR017452,Pre-existing,False
9452,SERPINA7--ARMC1,ENSG00000123561,ENSG00000104442,P05543,Q9NVT9,X,8,106038698,65605263,,,DANSY_09452,,,,No Annotation,False
9453,OR10G6--OSCP1,ENSG00000198674,ENSG00000116885,Q8NH81,Q8WVF1,11,1,123994163,36432422,,,DANSY_09453,IPR017452,,IPR017452,Pre-existing,False
9454,TDRKH--APPL1,ENSG00000182134,ENSG00000157500,Q9Y2W6,Q9UKG1,1,3,151790380,57257246,,,DANSY_09454,,IPR006020,IPR006020,Pre-existing,False
9455,FAT2--SMARCA1,ENSG00000086570,ENSG00000102038,Q9NYQ8,P28370,5,X,151591165,129487018,,,DANSY_09455,,IPR015194|IPR001005|IPR001005,IPR015194|IPR001005|IPR001005,Pre-existing,False
9456,PURB--METTL21C,ENSG00000146676,ENSG00000139780,Q96QR8,Q5VZV1,7,13,44876299,102690813,,,DANSY_09456,,,,No Annotation,False
9457,ST6GAL2--BOD1L2,ENSG00000144057,ENSG00000228075,Q96JF0,Q8IYS8,2,18,106886093,57147087,,,DANSY_09457,,IPR055264,IPR055264,Pre-existing,False
9458,TMED3--JHY,ENSG00000166557,ENSG00000109944,Q9Y3Q3,Q6NUN7,15,11,79321978,122903925,,,DANSY_09458,IPR009038,,IPR009038,Pre-existing,False
9459,CCL17--NANOG,ENSG00000102970,ENSG00000111704,Q92583,Q9H9S0,16,12,57413874,7789402,,,DANSY_09459,,IPR001356,IPR001356,Pre-existing,False
9460,SNX6--TANC1,ENSG00000129515,ENSG00000115183,Q9UNH7,Q9C0D5,14,2,34586230,159169250,,,DANSY_09460,IPR001683,IPR058018|IPR058056,IPR001683|IPR058018|IPR058056,Novel,True
9461,UBFD1--SYDE2,ENSG00000103353,ENSG00000097096,O14562,Q5VT97,16,1,23557727,85178146,,,DANSY_09461,,,,No Annotation,False
9462,YWHAH--SLC2A14,ENSG00000128245,ENSG00000173262,Q04917,Q8TDB8,22,12,31956139,7819482,,,DANSY_09462,IPR023410,,IPR023410,Pre-existing,False
9463,UBXN4--GDNF,ENSG00000144224,ENSG00000168621,Q92575,P39905,2,5,135748267,37839507,,,DANSY_09463,,IPR001839,IPR001839,Pre-existing,False
9464,ZNF549--CTBP2,ENSG00000121406,ENSG00000175029,Q6P9A3,P56545,19,10,57535144,124994469,,,DANSY_09464,,,,No Annotation,False
9465,SUV39H2--CLGN,ENSG00000152455,ENSG00000153132,Q9H5I1,O14967,10,4,14878866,140393826,,,DANSY_09465,,,,No Annotation,False
9466,CXXC1--RITA1,ENSG00000154832,ENSG00000139405,Q9P0U4,Q96K30,18,12,50287587,113185721,,,DANSY_09466,,,,No Annotation,False
9467,ACSBG2--SPDYE9,ENSG00000130377,ENSG00000262461,Q5FVE4,A0A494C191,19,7,6187283,73078307,,,DANSY_09467,IPR000873,,IPR000873,Pre-existing,False
9468,PKNOX1--VARS2,ENSG00000160199,ENSG00000137411,P55347,Q5ST30,21,6,42974562,30922706,,,DANSY_09468,,IPR013155,IPR013155,Pre-existing,False
9469,NOD2--TIGD4,ENSG00000167207,ENSG00000169989,Q9HC29,Q8IY51,16,4,50710558,152779482,,,DANSY_09469,IPR001315|IPR001315|IPR007111|IPR041075|IPR041267,IPR007889|IPR006600|IPR004875,IPR001315|IPR001315|IPR007111|IPR041075|IPR041267|IPR007889|IPR006600|IPR004875,Novel,True
9470,NPY4R2--STRADB,ENSG00000264717,ENSG00000082146,P0DQD5,Q9C0K7,10,2,47918662,201454746,,,DANSY_09470,,IPR000719,IPR000719,Pre-existing,False
9471,SRCAP--BTK,ENSG00000080603,ENSG00000010671,Q6ZRS2,Q06187,16,X,30733280,101386062,,,DANSY_09471,IPR014012|IPR000330,IPR001849|IPR001452|IPR000980|IPR000719,IPR014012|IPR000330|IPR001849|IPR001452|IPR000980|IPR000719,Novel,True
9472,PLCD4--RAB17,ENSG00000115556,ENSG00000124839,Q9BRC7,Q9H0T7,2,2,218632136,237585998,,,DANSY_09472,IPR001849|IPR002048|IPR002048|IPR002048|IPR000909,IPR005225,IPR001849|IPR002048|IPR002048|IPR002048|IPR000909|IPR005225,Novel,True
9473,C8orf74--CXCL2,ENSG00000171060,ENSG00000081041,Q6P047,P19875,8,4,10700235,74097040,,,DANSY_09473,,,,No Annotation,False
9474,EEF1A2--HPRT1,ENSG00000101210,ENSG00000165704,Q05639,P00492,20,X,63488918,134490188,,,DANSY_09474,IPR000795|IPR004161,,IPR000795|IPR004161,Pre-existing,False
9475,SP140L--PRKRA,ENSG00000185404,ENSG00000180228,Q9H930,O75569,2,2,230389919,178450966,,,DANSY_09475,IPR004865,IPR014720|IPR014720|IPR014720,IPR004865|IPR014720|IPR014720|IPR014720,Novel,True
9476,SDAD1--C2CD2,ENSG00000198301,ENSG00000157617,Q9NVU7,Q9Y426,4,21,75981933,41899053,,,DANSY_09476,,,,No Annotation,False
9477,S100A2--PTTG1,ENSG00000196754,ENSG00000164611,P29034,O95997,1,5,153563734,160428602,,,DANSY_09477,IPR013787,,IPR013787,Pre-existing,False
